app_id,full_text
275850,single-player multiplayer online multiplayer coop online coop steam achievements full controller support steam cloud action adventure open world space exploration man's sky game exploration survival infinite procedurally generated universe. open world open world survival craft space exploration sci-fi survival procedural generation adventure firstperson sandbox single-player multiplayer atmospheric crafting space sim indie action simulation fps vr
284160,single-player steam achievements steam trading cards partial controller support includes level editor racing simulation early-access early-access simulation driving dynamic soft-body physics vehicle simulator capable anything. simulation driving physics destruction realistic automobile sim open world sandbox racing moddable single-player multiplayer early-access firstperson exploration third-person funny action adventure flight
244850,"single-player multiplayer online multiplayer coop steam achievements steam workshop partial controller support steam cloud includes level editor action indie simulation strategy space sandbox building space engineers sandbox game engineering, construction, exploration survival space planets. players build space ships, space stations, planetary outposts sizes uses, pilot ships travel space explore planets gather resources survive. space sandbox building open world survival craft multiplayer survival simulation open world physics crafting destruction coop futuristic indie sci-fi single-player action strategy adventure early-access"
359550,"single-player multiplayer coop steam trading cards in-app-purcases partial controller support action fps multiplayer tactical tom clancy's rainbow six® siege elite, tactical team-based shooter superior planning execution triumph. fps hero shooter multiplayer tactical shooter teambased action firstperson competitive coop strategy realistic online coop destruction physics atmospheric single-player massive-multiplayer casual simulation"
233860,"single-player steam workshop includes level editor action indie rpg simulation strategy open world sandbox rpg free-roaming squad based rpg. focusing open-ended sandbox gameplay features linear story. trader, thief, rebel, warlord, adventurer, farmer, slave, food cannibals. train men puny victims master warriors. open world sandbox rpg survival strategy building postapocalyptic base building single-player crafting city builder indie simulation adventure management rts ninja character customization alternate history steampunk"
252490,"multiplayer online multiplayer mmo coop online coop cross-platform multiplayer steam achievements steam trading cards steam workshop in-app-purcases valve anti-cheat enabled stats action adventure indie massive-multiplayer rpg survival crafting multiplayer aim rust survive. die - island’s wildlife inhabitants, environment, survivors. takes night. survival crafting multiplayer open world open world survival craft building pvp sandbox adventure firstperson action fps nudity coop shooter online coop indie early-access postapocalyptic simulation"
394360,"single-player multiplayer coop cross-platform multiplayer steam achievements steam trading cards steam workshop steam cloud simulation strategy strategy world war ii grand strategy victory fingertips! ability lead nation supreme weapon, strategy game hearts iron command nation war ii; engaging conflict history. strategy world war ii grand strategy war historical military alternate history multiplayer simulation tactical realtime with pause single-player rts diplomacy sandbox coop great soundtrack open world action casual"
218620,"single-player multiplayer coop online coop steam achievements full controller support steam trading cards in-app-purcases action rpg coop action fps payday 2 action-packed, four-player co-op shooter gamers masks original payday crew - dallas, hoxton, wolf chains - descend washington epic crime spree. coop action fps heist looter shooter multiplayer online coop stealth crime shooter teambased firstperson great soundtrack gun customization tactical pve strategy single-player funny simulation"
376210,multiplayer partial controller support valve anti-cheat enabled action adventure indie massive-multiplayer simulation early-access early-access dinosaurs survival experience fierce open survival gameplay attempt stay alive unforgiving island inhabited dinosaurs! hunt. grow. survive. dinosaurs survival open world multiplayer simulation hunting massive-multiplayer realistic adventure early-access action third-person coop sandbox walking simulator horror indie strategy teambased rpg
578080,"multiplayer online multiplayer stats action adventure massive-multiplayer survival shooter multiplayer play pubg: battlegrounds free. land strategic locations, loot weapons supplies, survive team standing various, diverse battlegrounds. squad join battlegrounds original battle royale experience pubg: battlegrounds offer. survival shooter battle royale multiplayer fps pvp thirdperson shooter action online coop tactical coop firstperson strategy early-access competitive third-person teambased difficult simulation stealth"
381210,"multiplayer online multiplayer coop online coop steam achievements full controller support steam trading cards steam cloud action horror survival horror multiplayer dead daylight multiplayer (4vs1) horror game player takes role savage killer, players play survivors, escape killer avoid caught killed. horror survival horror multiplayer online coop coop survival gore teambased blood stealth third-person violent firstperson psychological horror action atmospheric strategy comedy mature difficult"
489830,"single-player steam achievements partial controller support steam cloud rpg open world rpg adventure winner 200 game year awards, skyrim special edition brings epic fantasy life stunning detail. special edition includes critically acclaimed game add-ons all-new features remastered art effects, volumetric god rays, dynamic depth field, screen-space reflections, more. open world rpg adventure single-player fantasy character customization dragons moddable story rich magic firstperson action atmospheric great soundtrack third-person stealth classic remake female protagonist walking simulator"
236390,"single-player mmo coop cross-platform multiplayer steam achievements in-app-purcases partial controller support action free-to-play massive-multiplayer simulation free-to-play world war ii multiplayer war thunder comprehensive free-to-play, cross-platform, mmo military game dedicated aviation, armoured vehicles, naval craft, early 20th century advanced modern combat units. join major battles land, air, sea. free-to-play vehicular combat combat vr world war ii flight war military tanks naval combat simulation modern thirdperson shooter realistic cold war third-person massive-multiplayer shooter historical action"
107410,"single-player multiplayer online multiplayer local multiplayer coop online coop local coop steam achievements steam trading cards captions available steam workshop partial controller support steam leaderboards includes level editor action simulation strategy simulation military multiplayer experience true combat gameplay massive military sandbox. deploying wide variety single- multiplayer content, 20 vehicles 40 weapons, limitless opportunities content creation, pc’s premier military game. authentic, diverse, open - arma 3 sends war. action military multiplayer simulation shooter realistic firstperson open world tactical fps war coop strategy sandbox single-player moddable combat online coop teambased thirdperson shooter"
413150,"single-player multiplayer coop steam achievements steam trading cards partial controller support steam cloud indie rpg simulation rpg simulation pixel graphics inherited grandfather's farm plot stardew valley. armed hand-me-down tools coins, set life. learn live land turn overgrown fields thriving home? farming sim life sim pixel graphics rpg multiplayer relaxing agriculture simulation crafting sandbox indie building single-player casual open world 2d cute great soundtrack dating sim fishing"
620980,"single-player steam leaderboards indie early-access early-access vr rhythm beat saber vr rhythm game slash beats adrenaline-pumping music fly you, surrounded futuristic world. vr rhythm music great soundtrack moddable fastpaced indie single-player firstperson difficult multiplayer swordplay action sports futuristic casual musicbased procedural generation early-access anime games workshop"
374320,"single-player multiplayer coop steam achievements full controller support steam trading cards action dark fantasy difficult rpg dark souls continues push boundaries latest, ambitious chapter critically-acclaimed genre-defining series. prepare embrace darkness! soulslike dark fantasy difficult rpg atmospheric lorerich third-person exploration story rich action rpg coop great soundtrack adventure action pvp multiplayer open world single-player character customization replay value"
346110,"single-player multiplayer mmo coop steam achievements full controller support vr support steam workshop steam cloud valve anti-cheat enabled includes level editor action adventure indie massive-multiplayer rpg survival open world multiplayer stranded shores mysterious island, learn survive. cunning kill tame primeval creatures roaming land, encounter players survive, dominate... escape! open world survival craft survival open world multiplayer dinosaurs crafting building adventure base building coop action firstperson sandbox massive-multiplayer single-player early-access rpg dragons sci-fi indie"
4000,single-player multiplayer coop cross-platform multiplayer steam achievements steam trading cards captions available steam workshop steam cloud valve anti-cheat enabled includes level editor indie simulation sandbox multiplayer funny garry's mod physics sandbox. predefined aims goals. tools leave play. sandbox multiplayer funny moddable building mod comedy coop firstperson physics simulation online coop fps single-player action animation  modeling shooter indie massive-multiplayer adventure
105600,"single-player multiplayer online multiplayer coop online coop steam achievements full controller support steam trading cards steam cloud action adventure indie rpg sandbox adventure survival dig, fight, explore, build! impossible action-packed adventure game. pack available! open world survival craft sandbox survival 2d multiplayer adventure pixel graphics crafting building exploration coop open world indie online coop action rpg single-player replay value platformer atmospheric"
613100,"single-player steam achievements full controller support steam trading cards steam cloud indie simulation simulation building realistic house flipper unique chance one-man renovation crew. buy, repair remodel devastated houses. life sell profit! simulation design  illustration single-player building relaxing sandbox casual immersive sim education family friendly firstperson economy management replay value base building 3d realistic indie moddable destruction"
960090,single-player steam achievements in-app-purcases strategy strategy tower defense single-player bloons ever! ready massive tower defense game designed hours hours strategy gaming available. tower defense strategy multiplayer single-player coop online coop family friendly casual 3d cartoony sandbox difficult great soundtrack funny cute survival action indie 2d adventure
435150,"single-player multiplayer online multiplayer local multiplayer coop online coop local coop shared/split-screen steam achievements full controller support steam trading cards captions available steam workshop steam cloud includes level editor adventure rpg strategy rpg turn-based story rich critically acclaimed rpg raised bar, creators baldur's gate 3. gather party. master deep, tactical combat. venture party - chance god. tactical rpg rpg turnbased strategy story rich exploration fantasy crpg partybased rpg character customization strategy rpg pvp female protagonist coop campaign local coop isometric romance choices matter strategy moddable funny"
582660,"online multiplayer mmo online coop steam trading cards in-app-purcases partial controller support action adventure massive-multiplayer rpg simulation strategy massive-multiplayer mmorpg open world played 20 adventurers - black desert online open-world, action mmorpg. experience intense, action-packed combat, battle massive bosses, fight alongside friends siege conquer castles, train professions fishing, trading, crafting, cooking, more! mmorpg massive-multiplayer rpg open world character customization adventure fantasy action strategy 3d simulation atmospheric crafting medieval cooking magic pvp multiplayer war combat"
271590,"single-player multiplayer steam achievements full controller support action adventure open world action multiplayer grand theft auto offers players option explore award-winning santos blaine county resolutions 4k beyond, chance experience game running 60 frames second. open world action multiplayer crime automobile sim third-person firstperson shooter mature adventure single-player thirdperson shooter racing coop atmospheric sandbox funny great soundtrack comedy moddable"
599140,"single-player steam achievements full controller support steam trading cards steam cloud adventure indie rpg simulation pixel graphics sandbox crafting build manage medieval graveyard facing ethical dilemmas making questionable decisions. graveyard keeper, inaccurate medieval cemetery sim year. pixel graphics crafting rpg simulation sandbox indie management single-player medieval adventure building dark humor agriculture 2d story rich fantasy dark gore mystery violent"
570940,"single-player multiplayer steam achievements full controller support action dark fantasy difficult action then, fire. re-experience critically acclaimed, genre-defining game started all. beautifully remastered, return lordran stunning high-definition running 60fps. soulslike dark fantasy rpg difficult action dark fantasy atmospheric action rpg great soundtrack lorerich adventure multiplayer third-person replay value story rich exploration character customization soundtrack coop"
39210,single-player multiplayer online multiplayer mmo coop online coop cross-platform multiplayer partial controller support massive-multiplayer rpg mmorpg massive-multiplayer rpg epic ever-changing final fantasy adventure explore friends world. mmorpg rpg massive-multiplayer fantasy character customization jrpg great soundtrack story rich open world anime multiplayer adventure magic action coop atmospheric action rpg online coop female protagonist single-player
244210,"single-player online multiplayer steam achievements partial controller support steam leaderboards includes level editor indie racing simulation sports racing simulation driving assetto corsa v1.16 introduces ""laguna seca"" laser-scanned track, 7 cars eagerly awaited alfa romeo giulia quadrifoglio! check changelog info! racing automobile sim simulation driving multiplayer realistic vr sports moddable controller physics single-player open world firstperson indie replay value action 3d vision trackir artificial intelligence"
814380,"single-player steam achievements full controller support steam trading cards steam cloud action adventure action souls-like difficult game year - game awards 2019 action game 2019 - ign carve clever path vengeance award winning adventure developer fromsoftware, creators bloodborne dark souls series. revenge. restore honor. kill ingeniously. soulslike difficult action single-player ninja stealth adventure third-person open world story rich violent atmospheric assassin dark fantasy hack and slash rpg great soundtrack gore dark rhythm"
250900,"single-player shared/split-screen steam achievements full controller support steam trading cards steam cloud action indie replay value rogue-like binding isaac: rebirth randomly generated action rpg shooter heavy rogue-like elements. isaac journey players bizarre treasures change isaac’s form super human abilities enabling fight droves mysterious creatures, discover secrets fight safety. action roguelike roguelike indie replay value difficult pixel graphics dungeon crawler great soundtrack single-player dark 2d remake local coop gore procedural generation roguelite atmospheric action coop horror"
292030,"single-player steam achievements full controller support steam trading cards steam cloud rpg open world rpg story rich geralt rivia, mercenary monster slayer. stands war-torn, monster-infested continent explore will. current contract? tracking ciri — child prophecy, living weapon alter shape world. open world rpg story rich atmospheric mature fantasy adventure single-player choices matter nudity great soundtrack third-person medieval action multi-ending action rpg magic dark fantasy dark sandbox"
230410,single-player multiplayer coop steam trading cards in-app-purcases partial controller support action free-to-play free-to-play action coop awaken unstoppable warrior battle alongside friends story-driven free-to-play online action game free-to-play action rpg looter shooter thirdperson shooter rpg action third-person character customization massive-multiplayer online coop coop lorerich pve single-player sci-fi space hack and slash shooter ninja parkour
239030,"single-player steam achievements steam trading cards steam cloud stats steam leaderboards adventure indie indie political simulation congratulations. october labor lottery complete. pulled. placement, report ministry admission grestin border checkpoint. apartment provided family east grestin. expect class-8 dwelling. indie political simulation single-player point  click dystopian pixel graphics multi-ending puzzle story rich retro atmospheric 2d great soundtrack addictive strategy replay value casual adventure difficult"
386360,"multiplayer steam achievements steam trading cards action free-to-play free-to-play moba multiplayer join 35+ players smite, battleground gods! wield thor’s hammer, play 120+ mythological icons. season includes map, god, & magic: gathering event! god play free today! free-to-play moba multiplayer action third-person mmorpg mythology nostalgia teambased competitive pvp coop strategy massive-multiplayer esports open world rpg adventure survival funny"
264710,"single-player steam achievements full controller support steam trading cards vr support adventure indie survival open world exploration descend depths alien underwater filled peril. craft equipment, pilot submarines out-smart wildlife explore lush coral reefs, volcanoes, cave systems, - survive. open world survival craft survival open world exploration underwater horror crafting base building single-player adventure firstperson sci-fi sandbox aliens atmospheric survival horror multiplayer action indie early-access"
440900,"single-player multiplayer online multiplayer coop online coop steam achievements full controller support steam trading cards steam workshop action adventure massive-multiplayer rpg simulation strategy survival open world crafting online multiplayer survival game, sorcery, set lands conan barbarian. survive vast open sandbox, build kingdom, dominate enemies single multiplayer. survival open world building nudity open world survival craft crafting multiplayer sandbox rpg massive-multiplayer action adventure online coop exploration violent coop single-player fantasy gore pvp"
552990,"multiplayer online multiplayer mmo coop online coop steam achievements steam trading cards in-app-purcases action free-to-play massive-multiplayer simulation free-to-play world war ii naval immerse thrilling naval battles assemble armada 600 ships half 20th century — stealthy destroyers gigantic battleships. change ship, choose upgrades suit play style, battle players! naval combat free-to-play naval world war ii massive-multiplayer action multiplayer tactical pvp historical military online coop teambased realistic simulation shooter pve thirdperson shooter war coop"
493340,"single-player steam achievements steam trading cards steam workshop steam cloud simulation strategy simulation building management planet coaster® - future coaster park simulation games arrived! surprise, delight thrill incredible crowds build coaster park empire - imagination wild, share success world. simulation building management family friendly sandbox relaxing strategy realistic funny economy great soundtrack single-player atmospheric colorful third-person city builder casual god game 3d firstperson"
221680,single-player shared/split-screen steam achievements steam trading cards in-app-purcases partial controller support steam cloud steam leaderboards casual simulation music education simulation fastest learn guitar ever. join people learned play guitar award-winning rocksmith® method. plug real guitar bass 1/4 inch jack directly mac you’ll learn play 60 days. music education simulation rhythm great soundtrack casual local coop single-player rock music difficult coop moddable multiplayer
216150,"single-player multiplayer mmo coop steam trading cards casual free-to-play massive-multiplayer rpg free-to-play massive-multiplayer rpg join 260 players worldwide maplestory, world’s biggest 2d mmorpg adventure! play free. mmorpg character customization loot 2d platformer pve side scroller multi-ending pvp third-person coop platformer cute free-to-play multiplayer anime story rich massive-multiplayer rpg casual 2d"
377160,"single-player steam achievements full controller support steam cloud rpg open world postapocalyptic exploration bethesda game studios, award-winning creators fallout 3 elder scrolls v: skyrim, fallout 4 – ambitious game ever, generation open-world gaming. open world postapocalyptic single-player exploration rpg adventure atmospheric shooter firstperson story rich action sci-fi fps action rpg sandbox great soundtrack third-person survival thirdperson shooter character customization"
47890,single-player simulation simulation character customization sandbox sims 3: create perfect customization fingertips. refine personalities fulfill destinies. life sim simulation character customization building sandbox single-player casual funny moddable rpg romance family friendly comedy adventure replay value multiplayer nudity great soundtrack strategy action
632360,"single-player online multiplayer online coop full controller support steam cloud steam leaderboards action indie early-access early-access rogue-like multiplayer escape chaotic alien planet fighting hordes frenzied monsters – friends, own. combine loot surprising ways master character havoc feared crash landing. thirdperson shooter action roguelike multiplayer action roguelite coop looter shooter roguelike loot shooter online coop difficult third-person indie survival single-player soundtrack great soundtrack early-access bullet hell"
270880,"single-player steam achievements steam trading cards steam workshop partial controller support steam cloud includes level editor indie simulation simulation driving open world experience legendary american trucks deliver cargoes sunny california, sandy nevada, grand canyon state arizona. american truck simulator takes journey breathtaking landscapes recognized landmarks states. automobile sim driving open world transportation simulation america realistic moddable relaxing exploration economy atmospheric management immersive sim multiplayer single-player adventure casual family friendly level editor"
815370,"single-player indie simulation early-access early-access survival open world plunge open survival simulation set extreme conditions uncharted amazon jungle. real-life survival techniques craft, hunt, fight gather resources, set makeshift shelter raise fortress. tend wounds maintain mental health - friends. open world survival craft survival online coop open world crafting action single-player base building adventure exploration sandbox atmospheric simulation survival horror building firstperson realistic actionadventure resource management immersive sim"
648800,"single-player online multiplayer online coop steam achievements steam cloud adventure indie simulation early-access early-access survival multiplayer raft throws friends epic oceanic adventure! together, players battle survive perilous voyage vast sea! gather debris, scavenge reefs build floating home, wary man-eating sharks! survival open world survival craft multiplayer coop crafting open world building base building online coop adventure sandbox firstperson early-access single-player underwater simulation action indie strategy massive-multiplayer"
227300,"single-player steam achievements steam trading cards steam workshop partial controller support steam cloud includes level editor indie simulation simulation driving open world travel europe king road, trucker delivers cargo impressive distances! dozens cities explore, endurance, skill speed pushed limits. driving transportation simulation open world automobile sim realistic moddable relaxing immersive sim exploration economy management atmospheric multiplayer controller family friendly third-person casual adventure indie"
509980,single-player online coop steam trading cards adventure indie early-access early-access multiplayer horror bigfoot hunter mission: rumours prove bigfoot myth mind... horror multiplayer coop survival horror online coop survival action open world hunting atmospheric psychological horror fps supernatural adventure firstperson shooter single-player funny multi-ending early-access
266410,"single-player multiplayer mmo vr support partial controller support massive-multiplayer racing simulation sports racing simulation sports world’s premier motorsports racing game. iracing membership entry newest form motorsport: internet racing. internet racing fun, easy, inexpensive race fan gamers alike enjoy thrill racetrack comfort home. racing automobile sim simulation sports massive-multiplayer vr driving multiplayer realistic single-player esports firstperson controller open world free-to-play"
311210,single-player multiplayer coop steam achievements full controller support steam trading cards steam workshop valve anti-cheat enabled steam leaderboards action adventure multiplayer fps zombies duty®: black ops iii zombies chronicles edition includes base game zombies chronicles content expansion. multiplayer fps zombies shooter action firstperson single-player coop futuristic illuminati hero shooter robots sci-fi gore great soundtrack story rich atmospheric parkour quicktime events simulation
251570,"single-player multiplayer coop cross-platform multiplayer steam achievements full controller support steam trading cards includes level editor nudity violent gore action adventure indie rpg simulation strategy early-access early-access survival zombies 7 days die open-world game unique combination first-person shooter, survival horror, tower defense, role-playing games. play definitive zombie survival sandbox rpg first. navezgane awaits! survival zombies open world multiplayer open world survival craft voxel postapocalyptic base building online coop exploration building sandbox simulation fps strategy character customization tower defense action procedural generation early-access"
552500,single-player coop online coop steam achievements steam trading cards partial controller support action coop gore first-person critically acclaimed vermintide 2 visually stunning groundbreaking melee action game pushing boundaries person co-op genre. join fight now! coop firstperson dark fantasy games workshop violent hack and slash gore online coop action action rpg multiplayer fantasy pve roguelite atmospheric fps single-player adventure survival indie
108600,"single-player multiplayer coop shared/split-screen cross-platform multiplayer steam trading cards partial controller support indie rpg simulation early-access early-access survival zombies project zomboid ultimate zombie survival. mp: loot, build, craft, fight, farm fish struggle survive. hardcore rpg skillset, vast map, massively customisable sandbox cute tutorial raccoon await unwary. die? takes bite.. survival zombies open world open world survival craft multiplayer sandbox postapocalyptic coop crafting indie simulation building rpg survival horror realistic single-player isometric early-access 2d adventure"
22380,single-player steam achievements partial controller support steam leaderboards action rpg open world rpg postapocalyptic vegas. vegas. enjoy stay! open world rpg postapocalyptic single-player moddable exploration story rich firstperson action adventure sci-fi fps western atmospheric action rpg survival character customization sandbox shooter third-person
582010,"single-player multiplayer coop steam achievements steam trading cards partial controller support steam cloud stats steam leaderboards action action hunting multiplayer world! monster hunter: world, latest installment series, enjoy ultimate hunting experience, disposal hunt monsters teeming surprises excitement. coop multiplayer action open world rpg third-person character customization adventure fantasy difficult single-player action rpg exploration great soundtrack replay value atmospheric hack and slash jrpg soulslike mmorpg"
594650,"online multiplayer online coop action early-access early-access multiplayer survival hunt: showdown high-stakes, tactical pvpve first-person shooter. hunt bounties infested bayou, kill nightmarish monsters outwit competing hunters - group - glory, gear, gold line. open world atmospheric tactical permadeath multiplayer fps shooter survival horror pvp difficult horror online coop western teambased battle royale coop action gore zombies firstperson"
767560,"multiplayer online multiplayer steam trading cards in-app-purcases action free-to-play free-to-play robots action war robots online third-person 6v6 pvp shooter—we’re talking dozens combat robots, hundreds weapons combinations, heated clan battles. free-to-play action robots multiplayer shooter mechs fps pvp massive-multiplayer controller war firstperson third-person thirdperson shooter coop strategy single-player rpg mmorpg vr"
312520,"single-player local multiplayer steam achievements full controller support action adventure indie atmospheric survival platformer nomadic slugcat, predator prey broken ecosystem. grab spear brave industrial wastes, hunting food survive, wary— other, bigger creatures plan... slugcats delicious. atmospheric difficult survival platformer indie pixel graphics exploration 2d adventure postapocalyptic cute open world single-player metroidvania 2d platformer survival horror simulation physics action soulslike"
550,"single-player multiplayer coop steam achievements full controller support steam trading cards captions available steam workshop steam cloud valve anti-cheat enabled stats includes source sdk commentary available action zombies coop fps set zombie apocalypse, left 4 dead 2 (l4d2) highly anticipated sequel award-winning left 4 dead, #1 co-op game 2008. co-operative action horror fps takes friends cities, swamps cemeteries deep south, savannah orleans expansive campaigns. zombies coop fps multiplayer shooter action online coop survival horror firstperson gore teambased moddable survival horror postapocalyptic single-player adventure local coop replay value tactical"
364360,"single-player multiplayer steam achievements steam trading cards steam workshop action strategy strategy fantasy war addictive turn-based empire-building colossal, real-time battles, set legendary heroes, giant monsters, flying creatures storms magical power. strategy fantasy rts war turnbased strategy games workshop grand strategy multiplayer tactical dark fantasy action single-player turnbased atmospheric coop story rich open world rpg gore warhammer 40k"
242760,"single-player multiplayer coop partial controller support steam cloud action adventure indie simulation survival open world horror lone survivor passenger jet crash, mysterious forest battling stay alive society cannibalistic mutants. build, explore, survive terrifying person survival horror simulator. open world survival craft survival open world horror crafting adventure building survival horror firstperson action exploration sandbox atmospheric single-player simulation gore realistic indie early-access zombies"
202970,"single-player multiplayer coop steam achievements full controller support steam trading cards steam cloud valve anti-cheat enabled steam leaderboards action action multiplayer fps pushing boundaries fans expect record-setting entertainment franchise, duty®: black ops propels players future cold war action multiplayer fps shooter firstperson single-player coop war online coop teambased futuristic survival controller tactical adventure great soundtrack sci-fi massive-multiplayer horror atmospheric"
440,"multiplayer cross-platform multiplayer steam achievements steam trading cards captions available steam workshop in-app-purcases partial controller support valve anti-cheat enabled stats includes level editor commentary available action free-to-play free-to-play multiplayer fps distinct classes provide broad range tactical abilities personalities. constantly updated game modes, maps, equipment and, importantly, hats! free-to-play hero shooter multiplayer fps shooter action classbased teambased funny firstperson online coop competitive cartoony trading coop comedy robots tactical cartoon crafting"
678950,single-player multiplayer online multiplayer shared/split-screen steam achievements full controller support steam trading cards steam cloud action fighting anime action dragon ball fighterz born dragon ball series loved famous: endless spectacular fights all-powerful fighters. fighting anime action 2d fighter multiplayer local multiplayer competitive controller single-player arcade esports pvp difficult fastpaced spectacle fighter third-person beat em up adventure combat comic book
